DATASET_HEATMAP
SEPARATOR,COMMA
DATASET_LABEL,pathways
COLOR,#ff0000
FIELD_LABELS,Cysteine.Biosynthesis,Sulfite.Export,Methanethiol.Degradation,Cysteine.Degradation,Coenzyme.A.Degradation,S.adenosyl.L.homocysteine.degradation,Cysteate.Degradation,DMSP.degradation,Biotin.Degradation,N.acetyltaurine.Transport,Sulfoacetaldehyde.Degradation,Isethionate.Transport,DHPS.Transporter,Methionine.Synthesis,X3.Mercaptopyruvate.Degradation,Glutathione.Synthesis,Glutathione.disulfide.degradation.and.synthesis,Biotin.Transport,Taurine.Degradation,DHPS.Degradation,Methanethiol.Synthesis,Methionine.Degradation,Hypotaurine.Degradation,Taurine.Transport,Methanesulfonate.Degradation,Choline.O.sulfate.Transport,Methionine.Transport,Sulfolactate.degradation,Sulfopyruvate.Degradation,Methionine...N.Acyl.L.homoserine.lactone,SO4thiosulfate.transporter,Dimethylsulfoxide.Degradation,Choline.O.sulfate.Degradation,Dimethylsulfone.Degradation,Glutathione.Transporter,Sulfite.Dehydrogenase
TARA_SAMEA4398413_METAG_GBHDNGAB,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TARA_SAMEA4398413_METAG_GPJOANLC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398413_METAG_HANIIAHL,1,1,1,1,1,1,1,1,0,0,0,1,1,0.666666667,0,0,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398413_METAG_HEMGKNBL,1,0,1,1,1,1,0,0,1,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA4398413_METAG_HGDGMDKA,1,1,1,1,1,1,1,1,1,0,0,1,1,0.833333333,1,1,1,0,0,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398413_METAG_HGLNGBKC,1,1,1,1,0,1,1,1,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA4398413_METAG_HLBCLNHO,0.5,1,0,1,0,1,0,1,0,1,0,0,0,0.5,1,0,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA4398413_METAG_HMEKKHPG,1,1,0,1,1,1,0,1,1,1,1,1,1,0.75,1,0,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TARA_SAMEA4398413_METAG_HODBPNIO,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398413_METAG_HONOFHEO,1,1,1,1,1,1,1,1,0,1,1,0,0,0.833333333,1,0,0,0,1,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0.666666667,0,0,0
TARA_SAMEA4398413_METAG_HPCMCDNE,1,1,1,1,1,1,1,1,1,0,0,1,1,0.833333333,0,1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA4398413_METAG_JCCFFFFA,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398413_METAG_JEBOCLCI,1,1,1,1,1,1,1,1,0,1,1,0,0,0.75,0,0,0,0,0,0,0,0.333333333,1,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA4398413_METAG_JFEHGHKO,1,1,1,1,1,1,1,1,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA4398413_METAG_KBHFDNKM,1,1,1,1,0,1,0,1,0,1,0,0,0,0.666666667,1,0,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398413_METAG_LDGNMECI,0.5,0,0,1,0,1,1,0,1,1,0,0,0,0.75,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398413_METAG_LDLEEHID,1,0,1,0.5,1,1,1,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA4398413_METAG_LMHNOIDB,1,1,1,0.5,1,1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA4398413_METAG_LPCJGCOE,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0,0.666666667,1,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA4398413_METAG_MEBPLGJO,1,1,0,1,0,1,1,1,1,1,0,0,0,0.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA4398413_METAG_MMNIOOEJ,1,1,0,1,0,1,1,1,0,1,0,1,1,0.75,1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA4398413_METAG_MPJICBCG,0.5,1,1,1,1,1,1,0,1,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398413_METAG_NGIJPMPN,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA4398413_METAG_NLEBIJNN,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA4398413_METAG_NPHGHJPH,1,1,1,1,1,0,1,1,0,1,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398413_METAG_OAPGFPFK,1,1,1,1,1,0,1,0,1,0,0,1,1,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398413_METAG_OCBLNENE,1,1,1,1,1,1,0,1,1,0,0,1,1,0.75,0,0,0,0,1,0,0,0.333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TARA_SAMEA4398413_METAG_ODKIKFHK,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0.333333333,0,0,1,0,0,1,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA4398413_METAG_OEJOCAFN,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398413_METAG_OGOODMNP,1,1,1,1,1,1,1,1,1,0,0,1,1,0.833333333,1,1,1,1,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA4398413_METAG_OHEDGEAJ,1,1,1,1,1,1,0,1,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA4398413_METAG_OHJBMJHN,1,1,1,1,1,1,1,1,0,0,1,0,0,0.75,0,1,0,0,1,1,0,0.333333333,0,0,0,0,0,0,1,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398413_METAG_PFLAFEIM,0.5,1,0,1,1,1,1,1,1,0,0,1,1,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398413_METAG_PHKIEMHL,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA4398432_METAG_CDCIKFNO,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398432_METAG_DPPBFELL,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.666666667,1,1,0,0,1,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA4398432_METAG_EGCBDMCB,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
TARA_SAMEA4398432_METAG_EJJNONPC,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA4398432_METAG_EMPCMMMC,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA4398432_METAG_FCLGMJKF,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA4398432_METAG_FPFDLJCI,1,1,1,1,1,1,1,1,1,1,0,1,1,0.833333333,1,1,1,1,1,0,1,0.666666667,1,0,0,1,1,0,0,1,0,0,1,0,0,0
TARA_SAMEA4398432_METAG_GCJHFPHA,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.333333333,0,0,0
TARA_SAMEA4398432_METAG_GEHJDHAP,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0.333333333,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398432_METAG_GFLEHPMN,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398432_METAG_GHFHDBFI,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0.5,1,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA4398432_METAG_GMCKOCBG,1,1,1,1,1,0,1,1,1,0,1,0,0,0.666666667,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398432_METAG_HALHCNPD,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA4398432_METAG_HCGEJLHD,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0.5,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA4398432_METAG_HFPIEIKF,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398432_METAG_IFLIFCAK,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0.666666667,0,0,0,0,1,0,1,0,0,0,0.666666667,0,0,0
TARA_SAMEA4398432_METAG_IHNJNEAP,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0.5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398432_METAG_KNBIPGOP,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA4398432_METAG_LCHEPJEI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398432_METAG_LDDJDMHE,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398432_METAG_LIPBJAJE,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMEA4398432_METAG_LPCKCMMB,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398432_METAG_MAJECHIN,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0.666666667,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398432_METAG_MGKICFLD,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0.666666667,1,0,0,0,0,0,0,1,0,0,0.666666667,1,0,0
TARA_SAMEA4398432_METAG_MIGMLPHB,1,1,1,1,1,1,1,1,1,1,0,1,1,0.666666667,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.666666667,0,0,0
TARA_SAMEA4398432_METAG_MJANHEDD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA4398432_METAG_NIHBHJKM,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,0,0,0,1,1,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398432_METAG_OCDDDPAL,1,1,1,1,1,0,1,1,1,1,1,1,1,0.833333333,1,1,1,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,1,0,1,0,0,0
TARA_SAMEA4398432_METAG_ODLHCCGB,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMEA4398432_METAG_OFKKBAMD,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMEA4398432_METAG_OOLFFBHM,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,1,0.666666667,0,0,0
TARA_SAMEA4398432_METAG_PEPLFBGI,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.333333333,0,0,0,1,1,0,0,0,1,0,0.666666667,0,0,0
TARA_SAMEA4398432_METAG_PLCIALDG,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0.666666667,0,0,0,0,1,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMN05326640_METAG_ANE00001,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333,1,1,1,1,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMN05326640_METAG_ANE00002,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00003,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMN05326640_METAG_ANE00004,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMN05326640_METAG_ANE00005,1,1,1,1,1,1,0,1,1,1,0,1,1,0.75,1,0,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00006,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0.5,1,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00007,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0.5,0,1,1,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TARA_SAMN05326640_METAG_ANE00008,0.666666667,0,0,1,1,1,1,0,1,0,0,0,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.666666667,0,1,1,1,0,0,0,0,1,0,0.666666667,0,0,0
TARA_SAMN05326640_METAG_ANE00010,1,1,1,1,1,1,1,1,0,1,1,1,1,0.833333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMN05326640_METAG_ANE00011,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0.5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00012,0.5,0,0,1,1,0,1,0,0,0,0,1,1,0.25,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00013,1,1,1,1,1,1,1,0,0,1,0,0,0,0.75,0,0,0,1,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMN05326640_METAG_ANE00014,1,1,1,0.5,1,1,1,0,1,0,0,0,0,0.5,1,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00015,0.5,1,0,1,1,1,1,1,1,1,1,0,0,0.75,1,0,0,0,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMN05326640_METAG_ANE00016,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMN05326640_METAG_ANE00017,1,1,1,1,1,1,0,0,0,0,1,0,0,0.833333333,1,1,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00019,1,1,1,1,1,1,0,1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00020,1,1,1,0.5,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00022,1,1,1,1,1,0,1,1,1,1,0,1,1,0.666666667,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMN05326640_METAG_ANE00023,1,1,1,1,1,1,1,1,0,1,1,0,0,0.75,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMN05326640_METAG_ANE00024,1,1,1,0,1,1,0,0,0,0,0,0,0,0.333333333,0,0,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00025,1,1,1,1,1,1,1,1,0,1,0,0,0,0.75,0,0,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMN05326640_METAG_ANE00026,1,0,1,1,1,1,1,0,0,0,1,0,0,0.833333333,0,0,0,0,0,0,0,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00027,1,1,1,1,1,1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00028,1,1,1,1,0,0,1,1,0,1,0,0,0,0.666666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMN05326640_METAG_ANE00029,1,0,1,1,1,1,1,0,1,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00030,1,1,1,0.5,1,1,0,0,0,0,0,0,0,0.333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00031,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.333333333,0,0,0
TARA_SAMN05326640_METAG_ANE00032,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0.666666667,0,1,1,0,0,0,0,0,0,0,0.666666667,0,0,0
TARA_SAMN05326640_METAG_ANE00033,1,1,1,1,0,1,1,1,1,1,1,0,0,0.666666667,1,0,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMN05326640_METAG_ANE00035,1,1,1,0.5,0,0,1,1,0,0,0,0,0,0.666666667,1,0,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMN05326640_METAG_ANE00036,1,0,1,1,1,1,1,1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00037,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00038,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMN05326640_METAG_ANE00039,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00040,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00041,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00042,1,1,1,1,1,1,0,0,0,0,0,0,0,0.333333333,0,0,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00043,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00044,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0.5,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00046,1,1,0,1,1,0,0,1,0,0,1,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMN05326640_METAG_ANE00054,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMN05326640_METAG_ANE00056,0.5,0,0,1,0,1,1,1,0,1,1,0,0,0.75,1,0,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMN05326640_METAG_ANE00057,1,1,1,1,1,1,0,1,1,0,1,1,1,0.666666667,1,0,1,0,1,0,0,0.666666667,0,0,1,1,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMN05326640_METAG_ANE00060,1,1,1,1,1,1,1,0,0,0,1,0,0,0.833333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMN05326640_METAG_ANE00069,1,0,1,1,1,1,1,0,0,1,1,0,0,0.833333333,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00074,1,1,1,1,1,1,1,1,1,0,1,0,0,0.75,0,0,0,0,1,1,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326640_METAG_ANE00078,1,1,1,1,1,1,0,1,1,0,0,1,1,0.666666667,0,1,0,1,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326641_METAG_ANW00001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0.666666667,0,0,0
TARA_SAMN05326641_METAG_ANW00002,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TARA_SAMN05326641_METAG_ANW00003,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326641_METAG_ANW00004,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMN05326641_METAG_ANW00005,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
TARA_SAMN05326641_METAG_ANW00006,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,0,0,0,1,0,1,0.333333333,0,0,0
TARA_SAMN05326641_METAG_ANW00007,1,1,1,1,0,1,0,1,1,1,0,0,0,0.75,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMN05326641_METAG_ANW00009,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.333333333,0,0,0
TARA_SAMN05326641_METAG_ANW00010,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326641_METAG_ANW00011,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.666666667,1,1,0,1,0,0,0,0,0,0,1,0,0,0
TARA_SAMN05326641_METAG_ANW00012,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
TARA_SAMN05326641_METAG_ANW00013,1,0,1,1,1,1,1,0,1,1,0,0,0,0.75,0,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326641_METAG_ANW00014,1,1,1,1,1,1,1,1,0,1,0,0,0,0.666666667,0,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARA_SAMN05326641_METAG_ANW00015,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0.5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.333333333,0,0,0
