DATASET_HEATMAP
SEPARATOR,COMMA
TARA_SAMEA2623295_METAG_DEPLDDBF,83.1
TARA_SAMEA2623295_METAG_DHLBGCAP,83.25
TARA_SAMEA2623295_METAG_DKKOFIMO,80.35
TARA_SAMEA2623295_METAG_EGIGFMID,82.83
TARA_SAMEA2623295_METAG_FCPBADLK,89.61
TARA_SAMEA2623295_METAG_FMGPAHKH,82.35
TARA_SAMEA2623295_METAG_FNMDKGOE,91.96
TARA_SAMEA2623295_METAG_FPIBAKPA,91.98
TARA_SAMEA2623295_METAG_GAJCJDBB,88.06
TARA_SAMEA2623295_METAG_GEECICCH,77.19
TARA_SAMEA2623295_METAG_GIBNGEGN,84.28
TARA_SAMEA2623295_METAG_GOLPHBFL,77.06
TARA_SAMEA2623295_METAG_GPKKLJCP,91.18
TARA_SAMEA2623295_METAG_HCCLONHJ,91.11
TARA_SAMEA2623295_METAG_HOMDKGGK,88.87
TARA_SAMEA2623295_METAG_IBAHBHLL,96.26
TARA_SAMEA2623295_METAG_IDDBAMMM,83.48
TARA_SAMEA2623295_METAG_IFFDPLFD,87.82
TARA_SAMEA2623295_METAG_IPBPBJLG,92.55
TARA_SAMEA2623295_METAG_JAJGGAMP,82.32
TARA_SAMEA2623295_METAG_JCIEMCBA,91.82
TARA_SAMEA2623295_METAG_JNALGCOH,82.5
TARA_SAMEA2623295_METAG_JONIEMEH,96.28
TARA_SAMEA2623295_METAG_KAMFACPE,88.9
TARA_SAMEA2623295_METAG_KBDPCDDH,79.4
TARA_SAMEA2623295_METAG_KCPEGLAH,89.46
TARA_SAMEA2623295_METAG_KEJKPAHG,87.38
TARA_SAMEA2623295_METAG_KGMCJEGK,95.4
TARA_SAMEA2623295_METAG_KJIBCKLP,92.86
TARA_SAMEA2623295_METAG_KLNBJOHN,87.78
TARA_SAMEA2623295_METAG_KOGOHOCP,89.06
TARA_SAMEA2623295_METAG_LAMOPEEP,85.06
TARA_SAMEA2623295_METAG_LCBNAALP,98.38
TARA_SAMEA2623295_METAG_LKKBPDGM,96.02
TARA_SAMEA2623295_METAG_MEHIBEAF,90.39
TARA_SAMEA2623295_METAG_MKEAPDPE,88.36
TARA_SAMEA2623295_METAG_MLHJNKPE,83.62
TARA_SAMEA2623295_METAG_MNECEEFO,94.38
TARA_SAMEA2623295_METAG_NAPGDDEK,90.15
TARA_SAMEA2623295_METAG_NBCHEMGN,81.86
TARA_SAMEA2623295_METAG_NHCCDJOF,83.84
TARA_SAMEA2623295_METAG_NHCFJCAK,84.46
TARA_SAMEA2623295_METAG_NOFAEONB,92.39
TARA_SAMEA2623295_METAG_OEELFJLO,95.51
TARA_SAMEA2623295_METAG_OFLDHNLM,89.04
TARA_SAMEA2623295_METAG_OKANKKMB,76.24
TARA_SAMEA2623295_METAG_OKGBPNPK,79.05
TARA_SAMEA2623295_METAG_OKJLELPM,89.44
TARA_SAMEA2623295_METAG_PBMODMKI,94.49
TARA_SAMEA2623295_METAG_PFBBBJMD,87.54
TARA_SAMEA2623295_METAG_PHBBDDEJ,89.26
TARA_SAMEA2623295_METAG_PHMKOILK,81.66
TARA_SAMEA2623295_METAG_PLJPBIKH,88.65
TARA_SAMEA2623295_METAG_PLOLJKDM,93.11
TARA_SAMEA2623295_METAG_PPFFMDJG,93.19
TARA_SAMEA2623314_METAG_ABJLBLJK,83
TARA_SAMEA2623314_METAG_AJNKELNF,96.02
TARA_SAMEA2623314_METAG_ALHGJMCB,91.48
TARA_SAMEA2623314_METAG_AOGIDMAE,83.6
TARA_SAMEA2623314_METAG_BBFMOFNK,80.32
TARA_SAMEA2623314_METAG_BCNJGNCJ,84.7
TARA_SAMEA2623314_METAG_BEAHLGLB,85.9
TARA_SAMEA2623314_METAG_BIIFJDAP,95.47
TARA_SAMEA2623314_METAG_BPCBKOJD,88.15
TARA_SAMEA2623314_METAG_CABJDPJE,95.35
TARA_SAMEA2623314_METAG_CDCCMGKJ,94.35
TARA_SAMEA2623314_METAG_CFDOJBOP,94.85
TARA_SAMEA2623314_METAG_CFPLBNDI,94.02
TARA_SAMEA2623314_METAG_CHBKFBHG,83.64
TARA_SAMEA2623314_METAG_CMMKNBHI,76.32
TARA_SAMEA2623314_METAG_CNHGABFC,87.02
TARA_SAMEA2623314_METAG_DBCNMGJA,76.9
TARA_SAMEA2623314_METAG_DBIJIFKM,96.74
TARA_SAMEA2623314_METAG_DGDHOOEI,86.44
TARA_SAMEA2623314_METAG_DPHFBFLK,81.9
TARA_SAMEA2623314_METAG_EFJMDFLP,77
TARA_SAMEA2623314_METAG_EIFPAOCD,85.74
TARA_SAMEA2623314_METAG_EKPOCGKG,75.23
TARA_SAMEA2623314_METAG_EMHMBHHA,80.9
TARA_SAMEA2623314_METAG_ENGHNPHF,80.9
TARA_SAMEA2623314_METAG_FCKBMNCE,98.43
TARA_SAMEA2623314_METAG_FFIPIHPP,93.4
TARA_SAMEA2623314_METAG_GDDDJDCB,89.18
TARA_SAMEA2623314_METAG_GHDMDBCP,84.44
TARA_SAMEA2623314_METAG_HLLPALBA,95.49
TARA_SAMEA2623314_METAG_IAFAMNLA,84.68
TARA_SAMEA2623314_METAG_ICAANCOK,91.79
TARA_SAMEA2623314_METAG_IDOGILND,91.84
TARA_SAMEA2623314_METAG_JFBKHEMH,96
TARA_SAMEA2623314_METAG_JGJMCJMN,92.33
TARA_SAMEA2623314_METAG_JPFFKCLB,93.56
TARA_SAMEA2623314_METAG_KAPLAEKP,95.28
TARA_SAMEA2623314_METAG_KCJJHIEC,96.38
TARA_SAMEA2623314_METAG_KEPIJANG,84.12
TARA_SAMEA2623314_METAG_KIEIABJB,84.67
TARA_SAMEA2623314_METAG_KIIFANMP,88.9
TARA_SAMEA2623314_METAG_KKLGBDMP,92.85
TARA_SAMEA2623314_METAG_KMFJBEED,93.14
TARA_SAMEA2623314_METAG_KNPFOLJJ,88.06
TARA_SAMEA2623314_METAG_KPOFDOAL,88.48
TARA_SAMEA2623314_METAG_LIBMLEFM,89.06
TARA_SAMEA2623314_METAG_LJBBKJEL,78.09
TARA_SAMEA2623314_METAG_LLDKFMFG,93.6
TARA_SAMEA2623314_METAG_NBPBENFH,85.58
TARA_SAMEA2623314_METAG_NFOKJOOI,82.05
TARA_SAMEA2623314_METAG_NOACECFF,75.22
TARA_SAMEA2623314_METAG_NPNCOIBP,90.46
TARA_SAMEA2623314_METAG_OAILOJKB,91.3
TARA_SAMEA2623314_METAG_OEOAEOGF,97.25
TARA_SAMEA2623314_METAG_OMILAABL,89.03
TARA_SAMEA2623314_METAG_OOMBADDA,75.64
TARA_SAMEA2623314_METAG_PAOMPDEH,91.71
TARA_SAMEA2623314_METAG_PGINNPHJ,86.98
TARA_SAMEA2623314_METAG_PLODEHAJ,90.9
TARA_SAMEA2623314_METAG_PNAMNIPC,88.65
TARA_SAMEA2623327_METAG_BCKEBGGG,78.43
TARA_SAMEA2623327_METAG_BDJHNBNE,85.31
TARA_SAMEA2623327_METAG_BHMPBOJM,94.43
TARA_SAMEA2623327_METAG_CFOJFPKH,99.36
TARA_SAMEA2623327_METAG_FJDDGPMM,98.36
TARA_SAMEA2623327_METAG_HMDKDAOK,75.75
TARA_SAMEA2623327_METAG_HPJGDEEI,94.34
TARA_SAMEA2623327_METAG_IJMHDOJN,99.26
TARA_SAMEA2623327_METAG_MLLNKKDC,99.44
TARA_SAMEA2623327_METAG_MNEPHLEB,95.92
TARA_SAMEA2623327_METAG_OLEOKFCD,91.33
TARA_SAMEA2623327_METAG_PGFMPGEE,90.05
TARA_SAMEA2623327_METAG_PLDMHCIA,85.07
TARA_SAMEA2623350_METAG_AABBBMCB,80.82
TARA_SAMEA2623350_METAG_ABNBOOEK,75.45
TARA_SAMEA2623350_METAG_CMMNJGMG,92.91
TARA_SAMEA2623350_METAG_DDHLMPBK,96.68
TARA_SAMEA2623350_METAG_FEDPHGPG,86.78
TARA_SAMEA2623350_METAG_FFMBHNBE,76.64
TARA_SAMEA2623350_METAG_FLOEKNPL,81.68
TARA_SAMEA2623350_METAG_GEKMKFOP,82.66
TARA_SAMEA2623350_METAG_HOOADIOJ,84.84
TARA_SAMEA2623350_METAG_JEIKOFID,77.3
TARA_SAMEA2623350_METAG_KEFLBBDN,85.78
TARA_SAMEA2623350_METAG_LBDKCDHO,77.61
TARA_SAMEA2623350_METAG_MPACFNBC,75.24
TARA_SAMEA2623350_METAG_MPGKLGHL,90.08
TARA_SAMEA2623350_METAG_NNMKAPNI,84.9
TARA_SAMEA2623350_METAG_OCMIGCBI,78.44
TARA_SAMEA2623350_METAG_OJIPOFCD,80.61
TARA_SAMEA2623350_METAG_PPDIABML,86.96
TARA_SAMEA2623365_METAG_HKHPJNAF,83.48
TARA_SAMEA2623365_METAG_KODCKHPM,92.28
TARA_SAMEA2623370_METAG_AOOPJKCA,76.28
TARA_SAMEA2623370_METAG_BAAHDLLF,87.32
TARA_SAMEA2623370_METAG_BGGPHFHM,76.81
TARA_SAMEA2623370_METAG_DAAFHPNA,76.21
TARA_SAMEA2623370_METAG_EFAFKFJG,83.26
TARA_SAMEA2623370_METAG_EOBGDDNA,81.36
TARA_SAMEA2623370_METAG_EOHOGHGH,83.77
TARA_SAMEA2623370_METAG_GCGHOEML,81.68
TARA_SAMEA2623370_METAG_IMFANIFH,96.62
TARA_SAMEA2623370_METAG_JKIIMHIM,81.5
TARA_SAMEA2623370_METAG_KLNICJAN,90.91
TARA_SAMEA2623370_METAG_KOCGLKGB,91.1
TARA_SAMEA2623370_METAG_LBJEFDIN,82.58
TARA_SAMEA2623370_METAG_LPNKHHKL,86.36
TARA_SAMEA2623370_METAG_NGEMMDMO,80.92
TARA_SAMEA2623385_METAG_IEAKCHHM,86.5
TARA_SAMEA2623385_METAG_KOBCMOFH,84.65
TARA_SAMEA2623385_METAG_OPDGICHD,79.42
TARA_SAMEA2623390_METAG_ADCLFOIG,79.26
TARA_SAMEA2623390_METAG_AJFFPIIB,95.06
TARA_SAMEA2623390_METAG_AOMNGGCC,94.76
TARA_SAMEA2623390_METAG_BFKJFOHH,89.72
TARA_SAMEA2623390_METAG_BGEELILG,91.46
TARA_SAMEA2623390_METAG_BKPADPMA,91.7
TARA_SAMEA2623390_METAG_BMIPDNDI,96.22
TARA_SAMEA2623390_METAG_CCHKCNHO,82.35
TARA_SAMEA2623390_METAG_CDFKAKLN,87.08
TARA_SAMEA2623390_METAG_CNNLKKPH,94.16
TARA_SAMEA2623390_METAG_COFHMIAL,81.38
TARA_SAMEA2623390_METAG_DDAGOLHH,78.03
TARA_SAMEA2623390_METAG_DEEMDONP,96.03
TARA_SAMEA2623390_METAG_DHELNGIE,87.78
TARA_SAMEA2623390_METAG_DMLMGEMH,91.74
TARA_SAMEA2623390_METAG_DPDHLDNN,92.86
TARA_SAMEA2623390_METAG_EBIFEEAH,77.06
TARA_SAMEA2623390_METAG_EHIPJHJE,93.22
TARA_SAMEA2623390_METAG_EOCDHIGK,93.36
TARA_SAMEA2623390_METAG_EOEGPGLG,81.68
TARA_SAMEA2623390_METAG_FGLMCNOH,82.91
TARA_SAMEA2623390_METAG_FHBDBNOD,84.08
TARA_SAMEA2623390_METAG_FLFENLHO,88.36
TARA_SAMEA2623390_METAG_FMBDDNEN,90.48
TARA_SAMEA2623390_METAG_GAKINMBA,96.2
TARA_SAMEA2623390_METAG_GGBAEGIL,97.9
TARA_SAMEA2623390_METAG_GHHIIPPH,77
TARA_SAMEA2623390_METAG_GNEIDFCC,91.7
TARA_SAMEA2623390_METAG_HCBMCPMH,93.27
TARA_SAMEA2623390_METAG_HECBHMKG,85.08
TARA_SAMEA2623390_METAG_HLPNNAIL,78.74
TARA_SAMEA2623390_METAG_HMMMMLKI,93.56
TARA_SAMEA2623390_METAG_IAFJGHDO,92.38
TARA_SAMEA2623390_METAG_IFCMLOCO,85.9
TARA_SAMEA2623390_METAG_ILEABHBD,94.12
TARA_SAMEA2623390_METAG_IMMOOHPH,87.48
TARA_SAMEA2623390_METAG_INHGEAFB,82.47
TARA_SAMEA2623390_METAG_JFMDKJEF,86.98
TARA_SAMEA2623390_METAG_JGGCMOPO,79.92
TARA_SAMEA2623390_METAG_JOADCGBA,89.52
TARA_SAMEA2623390_METAG_JOLOLJPI,76.84
TARA_SAMEA2623390_METAG_KCIBEPJC,81.45
TARA_SAMEA2623390_METAG_KIHAIACD,82.2
TARA_SAMEA2623390_METAG_LDBNAAKN,78.26
TARA_SAMEA2623390_METAG_LDEBDOEH,78.43
TARA_SAMEA2623390_METAG_LMNAJLNI,75.31
TARA_SAMEA2623390_METAG_LNAPLDHH,92.5
TARA_SAMEA2623390_METAG_MCIIPGCH,95.86
TARA_SAMEA2623390_METAG_MOJFDBCO,95.12
TARA_SAMEA2623390_METAG_NACNCLMF,93.95
TARA_SAMEA2623390_METAG_NBPBHNAJ,91.22
TARA_SAMEA2623390_METAG_NCAFBONB,88.64
TARA_SAMEA2623390_METAG_NEGDPLBP,84.7
TARA_SAMEA2623390_METAG_NIHOFHPP,83.73
TARA_SAMEA2623390_METAG_OAJBDMBM,93.27
TARA_SAMEA2623390_METAG_OEACLACH,79.33
TARA_SAMEA2623390_METAG_OOLJNMIA,89.44
TARA_SAMEA2623390_METAG_OONCEHDB,92.59
TARA_SAMEA2623390_METAG_PAAGACCC,84.23
TARA_SAMEA2623390_METAG_PJFILFEI,86.22
TARA_SAMEA2623390_METAG_PJGJFDLE,96.64
TARA_SAMEA2623390_METAG_PMFDDDNI,89.02
TARA_SAMEA2623403_METAG_BFAIBJBD,94.9
TARA_SAMEA2623403_METAG_BGLEMNEC,93.82
TARA_SAMEA2623403_METAG_EAJDOPHA,100
TARA_SAMEA2623403_METAG_ECOFFJOI,92.48
TARA_SAMEA2623403_METAG_HIFICGCL,96.73
TARA_SAMEA2623403_METAG_IGDKFJNA,91.17
TARA_SAMEA2623403_METAG_IPPBAPAP,99.64
TARA_SAMEA2623403_METAG_JHGMACDG,80.06
TARA_SAMEA2623403_METAG_LEIHKKJE,79
TARA_SAMEA2623403_METAG_LILBHNHA,77.48
TARA_SAMEA2623403_METAG_MEPIEIJI,78.1
TARA_SAMEA2623403_METAG_MFMFELKN,98.42
TARA_SAMEA2623403_METAG_NHJOEJMJ,83.34
TARA_SAMEA2623403_METAG_NKDDHBPN,99.24
TARA_SAMEA2623403_METAG_NLMHLFLJ,95.7
TARA_SAMEA2623403_METAG_OKECKDIK,99.22
TARA_SAMEA2623403_METAG_OLCBBAEN,80.23
TARA_SAMEA2623403_METAG_OPICABCB,92.62
TARA_SAMEA2623403_METAG_PCNEJIID,87.16
TARA_SAMEA2623403_METAG_PJOKMGLJ,100
TARA_SAMEA2623426_METAG_BLJPLECD,92.42
TARA_SAMEA2623426_METAG_CDDIFCLD,91.28
TARA_SAMEA2623426_METAG_CHBLKOJD,94.74
TARA_SAMEA2623426_METAG_DGIPDJPC,91.23
TARA_SAMEA2623426_METAG_EAKNEHMN,84.73
TARA_SAMEA2623426_METAG_EPPEOCDC,80.69
TARA_SAMEA2623426_METAG_FCAEHENC,90.74
TARA_SAMEA2623426_METAG_FDKAABOF,82.06
TARA_SAMEA2623426_METAG_HHDLKFCD,88.5
TARA_SAMEA2623426_METAG_IIOGEGGI,76.22
TARA_SAMEA2623426_METAG_JBANHAII,81.63
TARA_SAMEA2623426_METAG_KAEABNLA,75.09
TARA_SAMEA2623426_METAG_KCEECBIL,77.08
TARA_SAMEA2623426_METAG_LDHDLALB,79.56
TARA_SAMEA2623426_METAG_LFCPIGBD,92.36
TARA_SAMEA2623426_METAG_LGAMDCOL,80.24
TARA_SAMEA2623426_METAG_LNDBHNLK,80.48
TARA_SAMEA2623426_METAG_MOIFBDCC,78.94
TARA_SAMEA2623426_METAG_OLKLDLEE,75.58
TARA_SAMEA2623426_METAG_ONNAFFGO,83.32
TARA_SAMEA2623446_METAG_ALAALNDP,89.35
TARA_SAMEA2623446_METAG_BAFHDGHD,77.51
TARA_SAMEA2623446_METAG_BDPKAPCH,81.65
TARA_SAMEA2623446_METAG_CAGACCPM,99.97
TARA_SAMEA2623446_METAG_CCPHBAGE,97.07
TARA_SAMEA2623446_METAG_CGPFIOBL,88.23
TARA_SAMEA2623446_METAG_CKMDBAGO,79.46
TARA_SAMEA2623446_METAG_CLPIDPFC,76.84
TARA_SAMEA2623446_METAG_CNPCAJPD,80.09
TARA_SAMEA2623446_METAG_CPONLCIO,88.63
TARA_SAMEA2623446_METAG_DMIJBGCP,81.68
TARA_SAMEA2623446_METAG_DOOCEHKJ,86.02
TARA_SAMEA2623446_METAG_EANBFFNL,80.35
TARA_SAMEA2623446_METAG_ECPKICCM,80.28
TARA_SAMEA2623446_METAG_EPNIPLIG,86.3
TARA_SAMEA2623446_METAG_FIACOFOK,81.62
TARA_SAMEA2623446_METAG_GDOAIJJH,84.91
TARA_SAMEA2623446_METAG_GHAMCOMH,77.28
TARA_SAMEA2623446_METAG_ICCHMOAE,82.08
TARA_SAMEA2623446_METAG_INJMLEAA,76.98
TARA_SAMEA2623446_METAG_JALDLFBP,79.04
TARA_SAMEA2623446_METAG_JCAGGBBN,82.1
TARA_SAMEA2623446_METAG_JEDKLFLN,77.71
TARA_SAMEA2623446_METAG_JJNIHFHB,77.2
TARA_SAMEA2623446_METAG_KDDNNPKM,89.76
TARA_SAMEA2623446_METAG_KFGDJNOD,94.51
TARA_SAMEA2623446_METAG_KGJGAAJI,87.02
TARA_SAMEA2623446_METAG_LJNKBIDP,89.56
TARA_SAMEA2623446_METAG_PKHDJOFJ,88.11
TARA_SAMEA2623446_METAG_POGEKLHJ,84.35
TARA_SAMEA2623463_METAG_AFEPADBO,80.64
TARA_SAMEA2623463_METAG_AMMIEPFA,79.9
TARA_SAMEA2623463_METAG_BFAIOODB,92.7
TARA_SAMEA2623463_METAG_BHMFDPJM,78.98
TARA_SAMEA2623463_METAG_BLGGBFLI,91.74
TARA_SAMEA2623463_METAG_BMMMAGJA,81.63
TARA_SAMEA2623463_METAG_BNGKDMAP,96.38
TARA_SAMEA2623463_METAG_CDMGIDKB,81.75
TARA_SAMEA2623463_METAG_CELMMLHD,79.48
TARA_SAMEA2623463_METAG_DIPJEAOH,75.48
TARA_SAMEA2623463_METAG_EJFDGHLL,96.31
TARA_SAMEA2623463_METAG_EPEENBAL,91.56
TARA_SAMEA2623463_METAG_FECOGAJG,77.84
TARA_SAMEA2623463_METAG_FKEGBBFN,85.46
TARA_SAMEA2623463_METAG_FNDLILMC,86.78
TARA_SAMEA2623463_METAG_GNOAPNFG,78.32
TARA_SAMEA2623463_METAG_GOOKEGPC,89.82
TARA_SAMEA2623463_METAG_HPEEGDNE,98.02
TARA_SAMEA2623463_METAG_ILKDPJMI,93.7
TARA_SAMEA2623463_METAG_JCAKAEED,80.94
TARA_SAMEA2623463_METAG_JDDKPIIM,96.71
TARA_SAMEA2623463_METAG_JEDKAICA,94.15
TARA_SAMEA2623463_METAG_JFADIMAO,91.18
TARA_SAMEA2623463_METAG_JHNCIPAP,80.74
TARA_SAMEA2623463_METAG_JILLCGBA,93.32
TARA_SAMEA2623463_METAG_JKFKCFDH,84.9
TARA_SAMEA2623463_METAG_KIFAKHCC,79.88
TARA_SAMEA2623463_METAG_KNFNNFGN,96.77
TARA_SAMEA2623463_METAG_KOBBDBJG,97.54
TARA_SAMEA2623463_METAG_KOLHPIEB,75.59
TARA_SAMEA2623463_METAG_LJDGHHJJ,76.88
TARA_SAMEA2623463_METAG_LKKCACOO,83.84
TARA_SAMEA2623463_METAG_LNFMOOHP,96
TARA_SAMEA2623463_METAG_MALGGPEF,86.04
TARA_SAMEA2623463_METAG_MGCKAHNA,77.69
TARA_SAMEA2623463_METAG_MGFECGOL,88.84
TARA_SAMEA2623463_METAG_MHFKDIFO,84.98
TARA_SAMEA2623463_METAG_MMEHHJBP,77.08
TARA_SAMEA2623463_METAG_MMOJNEFP,80.98
TARA_SAMEA2623463_METAG_NCGFKDGD,87.63
TARA_SAMEA2623463_METAG_NDOJCPHA,86.29
TARA_SAMEA2623463_METAG_NONLOECP,85.64
TARA_SAMEA2623463_METAG_OFJAIEPE,87.69
TARA_SAMEA2623463_METAG_OKKPDMJP,86.17
TARA_SAMEA2623463_METAG_OMLPHLBD,98.2
TARA_SAMEA2623463_METAG_ONLHDPLC,80.08
TARA_SAMEA2623463_METAG_PJOHBPOB,97.94
TARA_SAMEA2623463_METAG_PPLLMEMB,88.5
TARA_SAMEA2623477_METAG_GIEMLDKG,88.44
TARA_SAMEA2623477_METAG_OKOGOBFK,97.4
TARA_SAMEA2623488_METAG_BABBOLAO,96
TARA_SAMEA2623488_METAG_BIAHFFDO,80.91
TARA_SAMEA2623488_METAG_DFFHFJOE,84.38
TARA_SAMEA2623488_METAG_DFLKNGKI,91.38
TARA_SAMEA2623488_METAG_DJBJPDED,93.84
TARA_SAMEA2623488_METAG_DOHFKJIJ,76.03
TARA_SAMEA2623488_METAG_EANOCOMF,76.27
TARA_SAMEA2623488_METAG_EEAFHACC,76.35
TARA_SAMEA2623488_METAG_EJBHAACD,78.91
TARA_SAMEA2623488_METAG_FCCCELGA,77.76
TARA_SAMEA2623488_METAG_GBLOPEKM,96.72
TARA_SAMEA2623488_METAG_GEMNNJBJ,91.54
TARA_SAMEA2623488_METAG_GFMPDKFO,92.12
TARA_SAMEA2623488_METAG_GIHIDHOE,78.44
TARA_SAMEA2623488_METAG_GILGIGLK,79.18
TARA_SAMEA2623488_METAG_GJIHJEOC,89.09
TARA_SAMEA2623488_METAG_GMKGKLNB,93.14
TARA_SAMEA2623488_METAG_HFHNMJLM,90.69
TARA_SAMEA2623488_METAG_HIEAGNCI,78.59
TARA_SAMEA2623488_METAG_HPIELOCF,83.43
TARA_SAMEA2623488_METAG_ICHILEPA,89.38
TARA_SAMEA2623488_METAG_IPHBHFPL,78.24
TARA_SAMEA2623488_METAG_JECHPJAP,76.8
TARA_SAMEA2623488_METAG_JGCIPBNE,82.36
TARA_SAMEA2623488_METAG_JMJOKMHG,77.2
TARA_SAMEA2623488_METAG_KCCPHIIK,78.66
TARA_SAMEA2623488_METAG_LFMKGOGC,76.34
TARA_SAMEA2623488_METAG_LHIBGJCF,78.01
TARA_SAMEA2623488_METAG_LIPKCGNG,79.53
TARA_SAMEA2623488_METAG_MJNGMDPF,88.02
TARA_SAMEA2623488_METAG_MLPBMLDA,80.63
TARA_SAMEA2623488_METAG_MMDELAPL,83.4
TARA_SAMEA2623488_METAG_MNDCDHOL,93.56
TARA_SAMEA2623488_METAG_NKHOEFPE,91.58
TARA_SAMEA2623488_METAG_NMFLJHAP,94.73
TARA_SAMEA2623488_METAG_NNDGLAHP,82.62
TARA_SAMEA2623488_METAG_NOGNAPCD,90.74
TARA_SAMEA2623488_METAG_NOIHPPIF,79.74
TARA_SAMEA2623488_METAG_OAFMBKGN,76.89
TARA_SAMEA2623488_METAG_OKEAOJKJ,75.17
TARA_SAMEA2623488_METAG_OKEPJHFE,96.84
TARA_SAMEA2623488_METAG_ONPNIFAP,85.02
TARA_SAMEA2623488_METAG_PCBOJFKA,84.2
TARA_SAMEA2623488_METAG_PGDAPALK,88.58
TARA_SAMEA2623488_METAG_PNHCIBIC,84.64
TARA_SAMEA2623513_METAG_AJPHLJEM,75.52
TARA_SAMEA2623513_METAG_BBEKNGKD,78.72
TARA_SAMEA2623513_METAG_BCAEKMND,76.16
TARA_SAMEA2623513_METAG_BCFKDDEL,92.92
TARA_SAMEA2623513_METAG_BGPMDMPF,81.84
TARA_SAMEA2623513_METAG_CJNNPFPN,96.4
TARA_SAMEA2623513_METAG_CPGBODKD,92.45
TARA_SAMEA2623513_METAG_FDEOGPKP,83.07
TARA_SAMEA2623513_METAG_FFOGFDIA,93.56
TARA_SAMEA2623513_METAG_HGHFANIL,99
TARA_SAMEA2623513_METAG_JCOLFHAH,87.72
TARA_SAMEA2623513_METAG_JEHEGMBA,86.58
TARA_SAMEA2623513_METAG_KKMAEAIE,85.77
TARA_SAMEA2623513_METAG_KLMILHAC,91.78
TARA_SAMEA2623513_METAG_LACDOPAO,83.86
TARA_SAMEA2623513_METAG_LGBDMIEN,76.96
TARA_SAMEA2623513_METAG_LNEJMMOG,82.3
TARA_SAMEA2623513_METAG_NGIMBIGM,91.84
TARA_SAMEA2623513_METAG_NMOIBMCD,91.82
TARA_SAMEA2623513_METAG_PGGKNGAJ,81.37
TARA_SAMEA2623601_METAG_LGBFILLL,97.64
TARA_SAMEA2623601_METAG_PIAMPJPB,96.81
TARA_SAMEA2623627_METAG_ABNAJPMA,75.49
TARA_SAMEA2623627_METAG_ADALMAHP,76.14
TARA_SAMEA2623627_METAG_ALOBLLDP,89.72
TARA_SAMEA2623627_METAG_AMPNAMHA,77.96
TARA_SAMEA2623627_METAG_BHKOMHGF,77.48
TARA_SAMEA2623627_METAG_CCJOHIDH,79.88
TARA_SAMEA2623627_METAG_CFBKPOFJ,86.82
TARA_SAMEA2623627_METAG_CGHELDLF,77.65
TARA_SAMEA2623627_METAG_CPPDMDEJ,90.77
TARA_SAMEA2623627_METAG_DHBMBDKD,93.55
TARA_SAMEA2623627_METAG_DIGMBDIO,84.54
TARA_SAMEA2623627_METAG_DKLMFFJC,92.02
TARA_SAMEA2623627_METAG_EEHCIPFL,93.82
TARA_SAMEA2623627_METAG_EHICIALP,76.64
TARA_SAMEA2623627_METAG_ELDLOACN,86.18
TARA_SAMEA2623627_METAG_ENFEJIND,76.87
TARA_SAMEA2623627_METAG_FADFNABD,94.85
TARA_SAMEA2623627_METAG_FGBPDELD,76.82
TARA_SAMEA2623627_METAG_FIPIBJPE,81.56
TARA_SAMEA2623627_METAG_FKGACBLF,91.52
TARA_SAMEA2623627_METAG_FKGEGKHI,82.18
TARA_SAMEA2623627_METAG_GGIKHBDK,86.56
TARA_SAMEA2623627_METAG_GIFJOKAA,87.34
TARA_SAMEA2623627_METAG_GMHIPCDM,87.4
TARA_SAMEA2623627_METAG_GONFKDNL,84
TARA_SAMEA2623627_METAG_HBMIGJPF,90.42
TARA_SAMEA2623627_METAG_HEMMNHBA,87.88
TARA_SAMEA2623627_METAG_HFKAGMMI,90.68
TARA_SAMEA2623627_METAG_IEOJEEOL,88.82
TARA_SAMEA2623627_METAG_IGAMABGL,85.35
TARA_SAMEA2623627_METAG_IHPHFGPL,90.43
TARA_SAMEA2623627_METAG_JBIOOEFI,85.35
TARA_SAMEA2623627_METAG_KGIGKHLA,89.86
TARA_SAMEA2623627_METAG_KPNHDMKO,83.22
TARA_SAMEA2623627_METAG_LCJIGEAJ,79.76
TARA_SAMEA2623627_METAG_LDOJFEIO,87.41
TARA_SAMEA2623627_METAG_LELPFHFI,83.6
TARA_SAMEA2623627_METAG_LJJOOFJI,95.42
TARA_SAMEA2623627_METAG_LMDGMDIC,94.38
TARA_SAMEA2623627_METAG_LPPFPIBK,78.48
TARA_SAMEA2623627_METAG_MFICGGNK,84.21
TARA_SAMEA2623627_METAG_NALEHKCJ,92.85
TARA_SAMEA2623627_METAG_NHDAHNNM,85.48
TARA_SAMEA2623627_METAG_OGBJLOIK,75.09
TARA_SAMEA2623627_METAG_OGELIOCO,76
TARA_SAMEA2623627_METAG_OHOAKAGJ,88.84
TARA_SAMEA2623649_METAG_ACFBIHJP,93.26
TARA_SAMEA2623649_METAG_APBJDHIC,77.54
TARA_SAMEA2623649_METAG_APCFMDIE,95.63
TARA_SAMEA2623649_METAG_APLNANDN,79.9
TARA_SAMEA2623649_METAG_BCHBHJEJ,90.24
TARA_SAMEA2623649_METAG_BHALHCEJ,86.3
TARA_SAMEA2623649_METAG_BOJIOIGP,84.41
TARA_SAMEA2623649_METAG_BOMFGDKL,96
TARA_SAMEA2623649_METAG_CEJPHBIC,89.56
