"","Genome","Cysteine.Biosynthesis","SO4thiosulfate.transporter","Methionine.Synthesis","Methionine.Transport","Cysteine.Degradation","Methionine.Degradation","Methionine.Salvage.Part.1","Methionine.Salvage.Part.2","Methionine.Salvage.Fusion.Enzyme","Methionine.Salvage.Anaerobic.Isoprenoid.Shunt","Methionine.Salvage.Anaerobic.Degradation.of.MTRu1P","Methionine...N.Acyl.L.homoserine.lactone","Glutathione.Synthesis","Glutathione.Transporter","DHPS.Transporter","DHPS.Degradation","DMSP.degradation","Taurine.Transport","Taurine.Degradation","Hypotaurine.Degradation","Isethionate.Transport","N.acetyltaurine.Transport","DOS.Misc.Degradation.2","DOS.Misc.Degradation.3","DOS.Misc.Degradation.4","Choline.O.sulfate.Degradation","Choline.O.sulfate.Transport","Cysteate.Degradation","Biotin.Transport","Biotin.Degradation","Coenzyme.A.Degradation","Methanethiol.Degradation","Methanethiol.Synthesis","X3.Mercaptopyruvate.Degradation","Glutathione.disulfide.degradation.and.synthesis","Dimethylsulfoxide.Degradation","Dimethylsulfone.Degradation","Methanesulfonate.Degradation","Sulfolactate.degradation","Sulfopyruvate.Degradation","Sulfoacetaldehyde.Degradation","S.adenosyl.L.homocysteine.degradation"
"TARA_SAMEA2622765_METAG_GEDEMOJM","TARA_SAMEA2622765_METAG_GEDEMOJM",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622765_METAG_PPGGLINC","TARA_SAMEA2622765_METAG_PPGGLINC",1,0,0.333333333333333,0,1,0.333333333333333,0.666666666666667,0,0,0.333333333333333,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2622765_METAG_OBEPKKJE","TARA_SAMEA2622765_METAG_OBEPKKJE",1,0,1,0,1,1,1,0,0,0.333333333333333,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0.333333333333333,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1
"TARA_SAMEA2622765_METAG_BLOCBMGF","TARA_SAMEA2622765_METAG_BLOCBMGF",1,0,0.333333333333333,0,1,1,0.333333333333333,0,0,0.333333333333333,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2622765_METAG_CKFKPPID","TARA_SAMEA2622765_METAG_CKFKPPID",1,0,1,0,1,1,0.6,0,0,0.333333333333333,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2622765_METAG_FIEEAKMA","TARA_SAMEA2622765_METAG_FIEEAKMA",0.5,0,0.25,0,1,0,0.2,0.2,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,1,0,1,0.333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622765_METAG_HKEFBCAF","TARA_SAMEA2622765_METAG_HKEFBCAF",1,0,0.5,0,1,1,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA4397948_METAG_IJOGEJFC","TARA_SAMEA4397948_METAG_IJOGEJFC",1,0,1,0,1,1,0.4,0,0,0.333333333333333,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0.333333333333333,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1
"TARA_SAMEA2621099_METAG_JPPBOHFF","TARA_SAMEA2621099_METAG_JPPBOHFF",1,0,0.333333333333333,0,1,1,0.2,0.2,0,0.333333333333333,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2621099_METAG_BBPLFPIN","TARA_SAMEA2621099_METAG_BBPLFPIN",1,0,1,0,1,1,0.4,0,0,0.333333333333333,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1
"TARA_SAMEA2621099_METAG_OLCNODAD","TARA_SAMEA2621099_METAG_OLCNODAD",1,0,0.333333333333333,0,1,1,0.4,0,0,0.333333333333333,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2621099_METAG_PEFOJHEF","TARA_SAMEA2621099_METAG_PEFOJHEF",1,0,1,0,0.5,1,0.6,0,0,0.333333333333333,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0.333333333333333,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1
"TARA_SAMEA2621099_METAG_HOBNELAJ","TARA_SAMEA2621099_METAG_HOBNELAJ",1,0,0.333333333333333,0,1,1,0.4,0,0,0.333333333333333,0,0,0.5,0,1,0,0,0,0,0,1,1,0,0,0,0.333333333333333,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2621099_METAG_ECHNLDBH","TARA_SAMEA2621099_METAG_ECHNLDBH",1,0,1,0,0,1,0.4,0.2,0,0.333333333333333,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.333333333333333,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
"TARA_SAMEA2622822_METAG_GIDNJNGB","TARA_SAMEA2622822_METAG_GIDNJNGB",1,0,1,0,1,1,0.6,0,0,0.666666666666667,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1
"TARA_SAMEA2622822_METAG_DOLEHEGO","TARA_SAMEA2622822_METAG_DOLEHEGO",0.5,0,1,0,1,1,1,0.2,0,0.333333333333333,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2622822_METAG_HKCEKDKN","TARA_SAMEA2622822_METAG_HKCEKDKN",1,0,1,0,1,1,0.8,0.2,0,0.666666666666667,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1
"TARA_SAMEA2622822_METAG_AOIKDJGK","TARA_SAMEA2622822_METAG_AOIKDJGK",1,0,1,0,0.5,1,0.6,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1
"TARA_SAMEA2622822_METAG_IBFCGHLC","TARA_SAMEA2622822_METAG_IBFCGHLC",1,0,1,0,1,1,0.6,0,0,0.666666666666667,0,0,0.5,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2622822_METAG_MJJDODNH","TARA_SAMEA2622822_METAG_MJJDODNH",1,0,1,0,1,1,0.8,0,0,0.333333333333333,0,0,0.5,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
"TARA_SAMEA2622822_METAG_PBOMBAPG","TARA_SAMEA2622822_METAG_PBOMBAPG",1,0,1,0,1,1,0.6,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1
"TARA_SAMEA2622822_METAG_KGNHGHNB","TARA_SAMEA2622822_METAG_KGNHGHNB",1,0,1,0,1,1,0.5,0.2,0,0.666666666666667,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2622822_METAG_ACGBCIPC","TARA_SAMEA2622822_METAG_ACGBCIPC",1,0,1,0,1,1,0.6,0,0,0.333333333333333,0,0,0.5,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2622822_METAG_PPEPLHJD","TARA_SAMEA2622822_METAG_PPEPLHJD",1,0,1,0,1,1,0.6,0.2,0,0.333333333333333,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"TARA_SAMEA2622822_METAG_KHPMEDOP","TARA_SAMEA2622822_METAG_KHPMEDOP",1,0,1,0,1,1,0.4,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2622822_METAG_DCGILOOC","TARA_SAMEA2622822_METAG_DCGILOOC",1,0,0.5,0,1,1,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.333333333333333,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"TARA_SAMEA2622822_METAG_CGAFIPGJ","TARA_SAMEA2622822_METAG_CGAFIPGJ",0.5,0,0.5,0,1,1,0.4,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2622822_METAG_CPGMGFFM","TARA_SAMEA2622822_METAG_CPGMGFFM",1,0,1,0,1,1,0.8,0,0,0.333333333333333,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2622822_METAG_DODNIHCG","TARA_SAMEA2622822_METAG_DODNIHCG",1,0,1,0,1,1,0.2,0,0,0.666666666666667,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1
"TARA_SAMEA2622822_METAG_ENPJMAFC","TARA_SAMEA2622822_METAG_ENPJMAFC",1,0,1,0,1,1,0.6,0,0,0.333333333333333,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1
"TARA_SAMEA2622822_METAG_EGPDDNLC","TARA_SAMEA2622822_METAG_EGPDDNLC",1,0,1,0,1,1,0.4,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"TARA_SAMEA2622822_METAG_KJGPOEJH","TARA_SAMEA2622822_METAG_KJGPOEJH",1,0,1,0,1,1,0.2,0,0,0.333333333333333,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2622822_METAG_IBLHHNDG","TARA_SAMEA2622822_METAG_IBLHHNDG",1,0,1,0,1,1,0.4,0,0,0.666666666666667,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1
"TARA_SAMEA2622822_METAG_OOAHGLNF","TARA_SAMEA2622822_METAG_OOAHGLNF",1,0,1,0,1,1,0.5,0,0,0.666666666666667,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2622822_METAG_GMHBKMAI","TARA_SAMEA2622822_METAG_GMHBKMAI",1,0,1,0,1,1,0.6,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1
"TARA_SAMEA2622822_METAG_COBANFBO","TARA_SAMEA2622822_METAG_COBANFBO",0.5,0,0.25,0,1,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_LDCAOINI","TARA_SAMEA2622822_METAG_LDCAOINI",0.5,0,0.5,0,1,1,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
"TARA_SAMEA2622822_METAG_FLCFAJCA","TARA_SAMEA2622822_METAG_FLCFAJCA",1,0,1,0,1,1,0.4,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2622822_METAG_MJMGIHDM","TARA_SAMEA2622822_METAG_MJMGIHDM",1,0,1,0,0.5,1,0.6,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1
"TARA_SAMEA2622822_METAG_MKCIHLBL","TARA_SAMEA2622822_METAG_MKCIHLBL",1,0,1,0,1,1,0.4,0,0,0.666666666666667,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
"TARA_SAMEA2622822_METAG_OOPELNDP","TARA_SAMEA2622822_METAG_OOPELNDP",0.5,0,1,0,1,1,0.6,0.2,0,0.333333333333333,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.333333333333333,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1
"TARA_SAMEA2622822_METAG_JIHKFOGF","TARA_SAMEA2622822_METAG_JIHKFOGF",1,0,1,0,1,1,0.8,0,0,0.333333333333333,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1
"TARA_SAMEA2622822_METAG_CEIMONIJ","TARA_SAMEA2622822_METAG_CEIMONIJ",1,0,1,0,1,1,0.2,0.2,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1
"TARA_SAMEA2622822_METAG_MKFHKELK","TARA_SAMEA2622822_METAG_MKFHKELK",1,0,1,0,1,1,0.8,0,0,0.333333333333333,0,0,0.5,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
"TARA_SAMEA2622822_METAG_GIHPBJLA","TARA_SAMEA2622822_METAG_GIHPBJLA",1,0,1,0,1,1,0.6,0.2,0,0.333333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1
"TARA_SAMEA2622822_METAG_MEBIEAKE","TARA_SAMEA2622822_METAG_MEBIEAKE",1,0,1,0,0.5,1,0.6,0,0,0.666666666666667,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0.333333333333333,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2622822_METAG_POIMECNF","TARA_SAMEA2622822_METAG_POIMECNF",0.5,0,0.5,0,1,1,1,0.2,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1
"TARA_SAMEA2622822_METAG_DAPOALAA","TARA_SAMEA2622822_METAG_DAPOALAA",1,0,1,0,1,1,0.2,0,0,0.333333333333333,0,0,0.5,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2622822_METAG_JBEGBFEE","TARA_SAMEA2622822_METAG_JBEGBFEE",1,0,1,0,1,1,0.8,0.2,0,0.333333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1
"TARA_SAMEA2622822_METAG_FMPHDMDO","TARA_SAMEA2622822_METAG_FMPHDMDO",1,0,1,0,1,0.333333333333333,0.4,0,0,0.333333333333333,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0
"TARA_SAMEA2622822_METAG_KBPNGAMH","TARA_SAMEA2622822_METAG_KBPNGAMH",1,0,1,0,1,1,0.8,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1
"TARA_SAMEA2622822_METAG_BAJNOLEA","TARA_SAMEA2622822_METAG_BAJNOLEA",1,0,1,0,1,0.333333333333333,0.6,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2622822_METAG_POHFLGFG","TARA_SAMEA2622822_METAG_POHFLGFG",1,0,1,0,1,1,0.666666666666667,0,0,0.333333333333333,1,0,0.5,0,1,1,1,0,0,0,1,0,1,0,1,0.333333333333333,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1
"TARA_SAMEA2622822_METAG_DFIAAHBH","TARA_SAMEA2622822_METAG_DFIAAHBH",1,0,1,0,1,1,0.4,0,0,0.333333333333333,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2622822_METAG_GPEDNHIC","TARA_SAMEA2622822_METAG_GPEDNHIC",1,0,1,0,1,1,0.333333333333333,0.2,0,0.333333333333333,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2621260_METAG_OFPAFNIP","TARA_SAMEA2621260_METAG_OFPAFNIP",1,0,0.5,0,1,0.333333333333333,0.2,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621260_METAG_ACDBAPEE","TARA_SAMEA2621260_METAG_ACDBAPEE",0.5,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621260_METAG_GADOCIOF","TARA_SAMEA2621260_METAG_GADOCIOF",1,0,1,0,1,1,0.8,0.2,0,0.333333333333333,0,0,0.5,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
"TARA_SAMEA2621259_METAG_OOAMCINK","TARA_SAMEA2621259_METAG_OOAMCINK",0.5,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621259_METAG_FBKPAGOO","TARA_SAMEA2621259_METAG_FBKPAGOO",1,0,1,0,1,1,0.8,0,0,0.333333333333333,0,0,0.5,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
"TARA_SAMEA2621259_METAG_JBJDJDPN","TARA_SAMEA2621259_METAG_JBJDJDPN",1,0,1,0,0.5,1,0.8,0,0,0.333333333333333,0,0,0.5,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
"TARA_SAMEA2621259_METAG_NCGFKAJC","TARA_SAMEA2621259_METAG_NCGFKAJC",1,0,1,0,1,1,0.333333333333333,0.2,0,0.333333333333333,1,0,0.5,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1
"TARA_SAMEA2620672_METAG_MBBHHLEB","TARA_SAMEA2620672_METAG_MBBHHLEB",1,0,0.333333333333333,0,1,1,0.2,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2621423_METAG_CHHHOJLJ","TARA_SAMEA2621423_METAG_CHHHOJLJ",1,0,0.333333333333333,0,1,1,0.4,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2619974_METAG_EJEPOPIL","TARA_SAMEA2619974_METAG_EJEPOPIL",0.5,0,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2619974_METAG_PNOAIMNL","TARA_SAMEA2619974_METAG_PNOAIMNL",1,0,1,0,1,1,0.4,0,0,0.333333333333333,0,0,0.5,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2619974_METAG_KEFFOHEL","TARA_SAMEA2619974_METAG_KEFFOHEL",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0.333333333333333,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2622478_METAG_MHFDCOKH","TARA_SAMEA2622478_METAG_MHFDCOKH",1,0,0.333333333333333,0,1,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2619974_METAG_LELCCMEJ","TARA_SAMEA2619974_METAG_LELCCMEJ",0.5,0,0,0,1,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2619974_METAG_JDKCCFKH","TARA_SAMEA2619974_METAG_JDKCCFKH",1,0,1,0,1,1,0.4,0,0,0.333333333333333,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2621155_METAG_IJGHMKMB","TARA_SAMEA2621155_METAG_IJGHMKMB",1,0,0.333333333333333,0,0,1,0.4,0.2,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2623488_METAG_NOIHPPIF","TARA_SAMEA2623488_METAG_NOIHPPIF",0.666666666666667,0,0,0,0.5,1,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2619974_METAG_CFJLDOFD","TARA_SAMEA2619974_METAG_CFJLDOFD",0.5,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622710_METAG_ICOJGMKP","TARA_SAMEA2622710_METAG_ICOJGMKP",1,0,0.333333333333333,0,1,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_LCNMMBID","TARA_SAMEA2619974_METAG_LCNMMBID",1,0,1,0,1,1,0.6,0.2,0,0.333333333333333,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1
"TARA_SAMEA2623079_METAG_OEFJMPBP","TARA_SAMEA2623079_METAG_OEFJMPBP",1,0,0.5,0,1,1,0.4,0.2,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2623079_METAG_HNKJBGMB","TARA_SAMEA2623079_METAG_HNKJBGMB",1,0,0.333333333333333,0,0,1,0.4,0.2,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2619974_METAG_FBMHEAIN","TARA_SAMEA2619974_METAG_FBMHEAIN",1,0,1,0,1,1,0.6,0,0,0.666666666666667,0,0,0.5,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2619974_METAG_FFEBIHPK","TARA_SAMEA2619974_METAG_FFEBIHPK",0.5,0,0,0,1,1,0.2,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2622173_METAG_MPEADMPD","TARA_SAMEA2622173_METAG_MPEADMPD",1,0,0.333333333333333,0,0,1,0.4,0.2,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2623390_METAG_FMBDDNEN","TARA_SAMEA2623390_METAG_FMBDDNEN",0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623390_METAG_COFHMIAL","TARA_SAMEA2623390_METAG_COFHMIAL",1,0,0.5,0,1,1,0.2,0.2,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1
"TARA_SAMEA2620081_METAG_PKGFLKNL","TARA_SAMEA2620081_METAG_PKGFLKNL",1,0,0.5,0,1,0,0.2,0.2,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_FFMDGJEP","TARA_SAMEA2619974_METAG_FFMDGJEP",0.5,0,0,0,1,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620081_METAG_CJFPHGID","TARA_SAMEA2620081_METAG_CJFPHGID",0.5,0,0.25,0,0.5,1,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2619974_METAG_IOJPHMIM","TARA_SAMEA2619974_METAG_IOJPHMIM",1,0,1,0,1,0.333333333333333,0.6,0.2,0,0.333333333333333,0,0,0.5,0,0,0,1,1,0,0,0,0,1,0,1,0.333333333333333,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0
"TARA_SAMEA2619970_METAG_GBKFBPKM","TARA_SAMEA2619970_METAG_GBKFBPKM",1,0,0.5,0,1,0,0,0.2,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620021_METAG_JDDEFHEC","TARA_SAMEA2620021_METAG_JDDEFHEC",1,0,0.333333333333333,0,0,0,0,0.2,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.333333333333333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620021_METAG_DMBKEAJI","TARA_SAMEA2620021_METAG_DMBKEAJI",1,0,0.5,0,1,0,0.2,0.2,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619974_METAG_CELEHPPD","TARA_SAMEA2619974_METAG_CELEHPPD",0.5,0,0,0,1,1,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
