"","Step1:K00812","Step1:K00813","Step1:K11358","Step1:K14454","Step1:K00811","Step1:K14455","Step2:K17950","Step3:K05884","Step4:K16845","Step4:K16846"
"TARA_SAMEA2622197_METAG_MDMPEEED",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622197_METAG_HJCPJIFE",1,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136714_METAG_NJACHJCB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622197_METAG_COANOGOL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622197_METAG_ELHNLAEA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622197_METAG_PANACIIH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622197_METAG_DMKDGLIM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622197_METAG_OKHCCDLF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_OLPLCJOO",1,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136708_METAG_AFGDNBKD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_JIPBCHKA",0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2620097_METAG_CJLMDCMC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_LACLEMNM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_MCJLCJFN",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_HPDJDOPC",1,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136922_METAG_NNHCNKCB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_KFKEBGIK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_HKBALOMB",1,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136936_METAG_DLAHGJNE",0,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136936_METAG_LOCBENNA",0,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136770_METAG_GMPOMENI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_MHBDNMKL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_CDHJMJIA",0,0,0,0,0,0,0,0,0,0
"HOTS_SAMN07137050_METAG_HAHDOMOH",0,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136945_METAG_PGCODIFC",0,0,0,0,0,0,0,0,0,0
"HOTS_SAMN07137055_METAG_KDADKDOP",0,0,0,0,0,0,0,0,0,0
"BATS_SAMN07137108_METAG_LBLHBODI",0,0,0,0,0,0,0,0,0,0
"BATS_SAMN07137104_METAG_JIGDCEIA",0,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136697_METAG_HLIPKOOK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_ACFHFGAM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_PJILPHGG",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_EEGDDHJJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_EPAKANIH",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_KAHPPIAD",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_IAJIENDC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_PJNEAIGK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_CGPKDFDI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_LMDFIENN",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_LLCOGBBI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_CMMKLCCB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_AGKAIPDH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_EBHJHIMN",0,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136697_METAG_ABFDCNOP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_DIHAIHDE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_HCKDGJEH",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_ODPANFKO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_DBIAEHNC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_POJGLEFI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_PBIDBHOA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_ABAIGNPN",0,0,0,0,0,0,0,0,0,0
"BATS_SAMN07137070_METAG_LAFPDKBJ",0,0,0,0,0,0,0,0,0,0
"BATS_SAMN07137070_METAG_APGOECFM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_IMGFBJNN",0,0,0,0,0,0,1,0,0,0
"TARA_SAMEA2620097_METAG_PHADLEEJ",0,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136547_METAG_NCEJGJDG",0,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136530_METAG_BPDOAABO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_HNHJKDFE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_LEHOCJPK",0,0,0,0,0,0,0,0,1,1
"BGEO_SAMN07136659_METAG_ELINKKFK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_OAKBIDGC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_GGOFBKOA",0,0,0,0,0,0,0,0,0,0
"HOTS_SAMN07137004_METAG_KMKEDENK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_HIJHOGPP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_MGMCLJNA",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2620097_METAG_HNIPLPJP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621037_METAG_OBEBPNJN",1,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136944_METAG_AHFCFBCL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621037_METAG_DGFHLAJE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621037_METAG_NCDCECPG",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621037_METAG_DJGJEFLK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621037_METAG_KCKLNIBL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621037_METAG_ADJPPNMA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621037_METAG_IEDAENKI",0,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136549_METAG_DMBFOLCO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621037_METAG_FKJBGGKE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621037_METAG_FALANPEA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621037_METAG_BCCDAGGB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621037_METAG_CAPLBOCJ",1,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136769_METAG_PGEHPAAD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621037_METAG_FCCGIFDG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621037_METAG_KLDPKLFF",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621037_METAG_NNCCACEF",0,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136506_METAG_MFOKHCIE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621037_METAG_IOOPEJEL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621037_METAG_FDHAELPA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_OMFHMLOH",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_DOGJLILA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_KELCOBEL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_KCLKNKNK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_FNNHGJEK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_PBFJNCDN",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_GFMHLFNJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_IFBJMJCG",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_BMBCJNCO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_BHHLAKEL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_IDGJGMJD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_BDFJKEBE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_EOHLLAJK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_BOGDINIG",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_GGHDJLKF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_NCHOHLMP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_HIHKPOHJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_GGIKGLPC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_LGJOMEIA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_IPIJNNHK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_IDLJEKDH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_IMKLNDEN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_HIAAKPFJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_GKEFCBNJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620651_METAG_KAJPIKBC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_LPECMJHH",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_HPKFPAAP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_NKPCIGDP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_EPEMNNLA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_OBMKOGFA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_ENEPJGDB",0,0,0,0,0,0,1,0,0,0
"TARA_SAMEA2622545_METAG_ABOBHLDF",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_DMIJDPOP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_OCGNEKAB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_NPEGMMIF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_HGJEMLNB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_GPCOCIIK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_EGKCKLMN",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_OHGJJHKC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_OFHCEOPJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_FICEKMLP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_AABCOEPN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_BCMDLGJF",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_JNCGAAAA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_IFAEPACG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_CNGMJIPG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_FHBCPHLJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_OHDABFCP",0,0,0,0,0,0,0,1,0,0
"TARA_SAMEA2622545_METAG_CCMOMBMJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_GKACFDKI",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_PFDMABFG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_GEIONIEM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_ALMKKJMG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_PMJLEGFM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_OMCEAEHP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_HIBFLBHJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_KHGGBFGH",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_IOIBDDJD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_BINFLJOF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_EDJCAOHC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_CPBNJJBK",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_FFJMIODH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_LBPDBEBM",0,0,0,0,0,0,0,0,0,0
"BATS_SAMN07137090_METAG_KNFGANLC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_MKBMCJAL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_HKMHLELF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_ICEKOONN",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_MGOAEOLC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_MIFFJLAM",0,0,0,0,0,0,0,0,0,0
"BATS_SAMN07137090_METAG_BKFFIOMG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_LJCNMAFI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_LFMMDAAA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_JAOHGANN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_NEDHPKHA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622545_METAG_OGABPBAJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_BKPFMDCM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_EEIKIFPM",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_HPAIGDKP",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_BKNMALKG",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_OFOACEOK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_AELKKNAC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_HDDDPOCM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_BEIKMDKG",1,0,0,0,0,0,0,0,1,1
"BGEO_SAMN07136953_METAG_BJAFOJMD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_AICIAJAA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_BAIDMBGA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_IGFCJJAL",0,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136900_METAG_JLDANICP",0,0,0,0,0,0,1,0,0,0
"TARA_SAMEA2591074_METAG_CIFGELDM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_DJCKINKC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_CPBADMEA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_BEBKBLDC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_EMPNNKBO",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_AFCBMBBK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_FICKNPNJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_LEHIFBBF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_MMEFLOAP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_CINEHBFE",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2591074_METAG_NOGHDACH",0,0,0,0,0,0,0,0,0,0
"BATS_SAMN07137071_METAG_LMCBPIBL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_HFBDAGJJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_OJECHCHF",1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2623919_METAG_GOOABBIG",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_CLGBBDCI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_NAJKLAAP",1,0,0,0,0,0,0,1,0,0
"TARA_SAMEA2623919_METAG_OAMNOHHJ",0,0,1,0,0,0,1,0,0,0
"TARA_SAMEA2623919_METAG_JLHHMHPC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_PDELFDJE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_LMIEDMEO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_PHDPDLPI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_CHLIDGEO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_ILJNPOAG",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_KIOAOJDA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_OJLOAHFI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_FIONEGGA",1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2623919_METAG_JBFOFPCN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_BGKLFFPB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_EKHJPPFM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_FKMMALEO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_BBDBKIAA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_HFJMNFMC",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_NHBNNAKJ",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_ABHHDDIN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_PBIIGCMK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_FPGOINMN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_JHMHCEIJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_OGEKBKDM",0,0,0,0,0,0,0,0,0,0
"BATS_SAMN07137071_METAG_OFBODDKM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_GOJNJKDH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_HIKJHFLE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_GHGGHIJD",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_DJENHMAD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_ANAOILHF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623919_METAG_BPJAJBME",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_FBNAIJLK",1,0,0,0,0,0,0,1,0,0
"TARA_SAMEA2619840_METAG_CFEDGIMN",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_FCCPIBAO",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_JCNOPLKM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_EFBPEJPB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_FMINBCGC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_FCGFHPFL",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_OGMGICLD",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_MBDGFPGI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_GCIEJHED",0,0,0,0,0,0,1,0,0,0
"TARA_SAMEA2619840_METAG_CFNELHEM",0,0,0,0,0,0,1,0,0,0
"TARA_SAMEA2619840_METAG_NBMOBNMD",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_FIKGPJHD",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_BAMFICDI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_GIFKIJHC",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_ODNDPOAP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_KKDPJNCC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_CCCFECED",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_EEIMDIDM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_CKMMMJNO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_HLCKADNH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_JFECNLLL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_HJLLKDAK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_POAPMIBL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_HHCLKDDL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_LMNBKNHL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_LANFBOLL",0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2619840_METAG_GFABPHFC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_AIFNDKEB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_PANPIIHO",0,0,0,0,0,0,0,1,0,0
"TARA_SAMEA2619840_METAG_AKCIAHMN",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_DOMNCMKN",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_AKIDGDNI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_FNLNDPGP",0,0,1,0,0,0,0,0,0,0
"BGEO_SAMN07136731_METAG_NJFDEICM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_EPHAMNAB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_LOBBLODP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_IMCCGFOL",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_IIFFDKPL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_FDIFAPLO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_DGBKJEAD",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_OCHCNBFJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_JLGKBBCI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_DCGGDBGN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_IEMHEDDO",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_GEFGEOLM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_NDJEGDMM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_NEOGIGMG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_PNKKJIAO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_ODBFLEEJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_FMGFAHCE",0,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136484_METAG_PECKALEN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_MNMMGGCG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_MDLEJHIJ",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619840_METAG_AIBILICA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623098_METAG_ANFBCGOL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623098_METAG_NJIGAFGO",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623098_METAG_EMNAOEKK",1,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136601_METAG_KFDFPDFA",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623098_METAG_EFMHGCBK",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2623098_METAG_CHHKHFPO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623098_METAG_KLEOBMND",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623098_METAG_FILIDIOA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623098_METAG_ONBLGAEM",1,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136601_METAG_NOOCBKCF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623098_METAG_KAAPEELN",0,0,0,0,0,0,0,0,1,0
"TARA_SAMEA2623098_METAG_HNADIKME",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623098_METAG_CEJDMPLB",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2623098_METAG_BGLGDLCH",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623098_METAG_EJCEDOGH",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623098_METAG_EGJHKEDJ",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2623098_METAG_OOBGFJPE",1,0,0,0,0,0,0,1,0,0
"TARA_SAMEA2623098_METAG_EIPFCFBG",0,0,0,0,0,0,0,0,0,0
"BATS_SAMN07137096_METAG_ODEMFOIG",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623098_METAG_LFLKPKGM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623098_METAG_KAEPECEI",1,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2623098_METAG_BABJMHDL",1,0,0,0,0,0,0,0,1,1
"BGEO_SAMN07136516_METAG_HGMPNNEN",0,0,0,0,0,0,0,0,0,0
